# AR Historiska Foton – Sommargatan
# En rad per historiskt foto. Varje foto = en 2-punktslinje ur linjelagret.
# Genereras normalt av tools/sync_from_featureserver.py — manuella trim-värden
# (distans/bredd/hojd/rot/sido/tilt) bevaras vid ny synk.
#
#   namn    – bildfil i assets/foton/
#   lat1,lon1 – FOTOGRAFENS plats = där fotstegen målas (origo + ståpunkt)
#   lat2,lon2 – riktpunkt: dit kameran pekade → bäring = riktning p1→p2
#   elev    – markhöjd vid fotstegen (m). Valfri.
#   distans – fram/bak: hur långt fram (m) fotoplanet skjuts. Default 12.
#   bredd   – skala: fotoplanets bredd i m (höjd räknas ur bildens format). Default 16.
#   hojd    – upp/ned: planets centrumhöjd (m) över marken. Default 1.6.
#   rot     – sväng: extra grader runt lodrät axel. Default 0.
#   sido    – höger/vänster: sidled (m) vinkelrätt mot bäringen (+ = höger). Default 0.
#   tilt    – tilta: grader uppåt/nedåt (+ = topp bakåt). Default 0.
#
# Trim-värdena sätts enklast på plats via "Trimma"-ingången i appen
# (kopiera CSV-raden därifrån). Första raden definierar origo + bäring för hela vyn.
#
namn,lat1,lon1,lat2,lon2,elev,distans,bredd,hojd,rot,sido,tilt
YNAN0225.jpg,56.87789225993938,14.805083384369784,56.877898760425204,14.806207282791421,,12,14,2.0,0,0,0
